text,author,reply,retweet,like,date,cleaned_text,label,non_baku
"Mari bersatu padu dukung Ganjar Mahfud Bersama-sama, kita bisa mewujudkan cita-cita besar bangsa ini 
@KING
 TIMOR 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Cintiya Aleana,0,0,0,2024-02-15T15:11:02.000Z,"Mari bersatu padu dukung Ganjar Mahfud Bersama-sama, kita bisa mewujudkan cita-cita besar bangsa ini     TIMOR    Ganjar | RIP Demokrasi",positive,
Di Balik Pemilu 2024: Kisah Pilu Petugas KPPS Gen Z di Kuala Lumpur,IDN Times,0,5,2,2024-02-15T14:12:12.000Z,Di Balik Pemilu 2024: Kisah Pilu Petugas KPPS Gen Z di Kuala Lumpur,neutral,
"Pendukung setia Ganjar Mahfud siap mendampingi langkah-langkah besar mereka menuju puncak kepemimpinan di 2024 
@kebawa_suasana
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Viola Amelia,0,0,0,2024-02-15T15:04:15.000Z,Pendukung setia Ganjar Mahfud siap mendampingi langkah-langkah besar mereka menuju puncak kepemimpinan di 2024,neutral,
Hasil pemilu dunia di tahun ini akan membentuk geopolitik dunia selama satu dekade ke depan. #Pemilu2024 #Video #AdadiKompas,Kompas Data,0,0,0,2024-02-15T14:00:01.000Z,Hasil pemilu dunia di tahun ini akan membentuk geopolitik dunia selama satu dekade ke depan.,neutral,
Pemilu 2024 anak haram konsitusi dengan kecurangan.,toga,0,0,0,2024-02-15T15:05:29.000Z,Pemilu 2024 anak haram konsitusi dengan kecurangan.,negative,"konsitusi, dengan"
"Prabowo dan Titiek Soeharto Balikan? Didit Hediprasetyo Kasih Sinyal Rujuk hTetaps://kuningan.pikiran-rakyat.com/politik/pr-537720232/prabowo-dan-titiek-soeharto-balikan-didit-hediprasetyo-kasih-sinyal-rujuk
#prabowo #TitiekSoeharto #DiditHediprasetyo #prabowomenang #PrabowoGibran #Pemilu #Pemilu2024 # #IsraelAttack #_ #IsraelTerorrist #JUNGKOOKxCALVINKLEIN",Pikiran Rakyat Kuningan,0,0,0,2024-02-15T15:11:27.000Z,Prabowo dan Titiek Soeharto Balikan? Didit Hediprasetyo Kasih Sinyal Rujuk ,neutral,
"dalam setiap langkahnya, pak Ganjar Mahfud selalu memperhatikan kepentingan rakyat Kita bangga jd pendukung mereka 
@KeL_BangJali
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Nurana dirnawidya,0,0,0,2024-02-15T15:08:05.000Z,"dalam setiap langkahnya, pak Ganjar Mahfud selalu memperhatikan kepentingan rakyat Kita bangga jd pendukung mereka",positive,dalam
"Tetap semangat sebagai pendukung setia Ganjar Mahfud Walaupun belum berhasil di pilpres 
@Khassandr4
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Mia Sajah,0,0,0,2024-02-15T15:08:18.000Z,Tetap semangat sebagai pendukung setia Ganjar Mahfud Walaupun belum berhasil di pilpres,positive,
"Bagaimana tren ekonomi pasca pemilu 2024? Saksikan pembahasannya di #LiveEventINDONESIAMEMILIH hari Jumat (16/2) pukul 05.10 WIB di Metro TV.

#pilpres2024 #pemilu2024 #indonesiamemilih #theelectionchannelmetrotv",METRO TV,5,2,8,2024-02-15T14:33:33.000Z,Bagaimana tren ekonomi pasca pemilu 2024? Saksikan pembahasannya di   hari Jumat (16/2) pukul 05.10 WIB di Metro TV.,neutral,
"Tiga orang di tangkap karena ketahuan mencoblos belasan kertas suara

|| Quick Count #Pemilu2024",Kin,0,0,0,2024-02-15T14:35:19.000Z,Tiga orang di tangkap karena ketahuan mencoblos belasan kertas suara  || Quick Count,neutral,
"KPU Pertimbangkan Gelar Pemungutan Suara Ulang di Sejumlah TPS, Ini Penyebabnya
#KPU #Pemilu2024 #Pilpres2024 #Pemilu #Pilpres #KPPS #PRMN

Selengkapnya: hTetaps://youtu.be/k7kC_w1GKw8?si=da3vVkysYJQY8iuB via 
@YouTube",Pikiran Rakyat,0,0,1,2024-02-15T13:32:02.000Z,"KPU Pertimbangkan Gelar Pemungutan Suara Ulang di Sejumlah TPS, Ini Penyebabnya                Selengkapnya:  via",neutral,
Memantau dan melaporkan setiap kemungkinan pelanggaran pemilu adalah tindakan yang sangat penting! TerimaKasih #sudahpilihPKS #pemilu2024,Bone Bone,0,0,0,2024-02-15T13:07:57.000Z,Memantau dan melaporkan setiap kemungkinan pelanggaran pemilu adalah tindakan yang sangat penting! TerimaKasih,neutral,
"MOTM #Pemilu2024 Bang Komeng 
Uhuuyyy ",ALben Darmansyah,0,0,0,2024-02-15T12:44:43.000Z,MOTM   Bang Komeng,positive,
"Tidak mau jadi korban seperti 2019 sekarang di pemilu 2024 inginnya jadi ???!!!
Pendukungnya sepi di temlenMALU kali ya",Hamdan,0,0,0,2024-02-15T13:01:22.000Z,Tidak mau jadi korban seperti 2019 sekarang di pemilu 2024 inginnya jadi ???!!! Pendukungnya sepi di temlenMALU kali ya,negative,
"Framing Pasca Pemilu 2024, Timnas AMIN: Hitung Cepat Lembaga Survel Salah Total di Pilkada DKI 2017",BeritakanID News,0,0,0,2024-02-15T12:54:09.000Z,"Framing Pasca Pemilu 2024, Timnas AMIN: Hitung Cepat Lembaga Survel Salah Total di Pilkada DKI 2017",neutral,
"Jokowi mind games vs megawati
PDIP Quick count Real count prabroro #Pemilu2024 #Pilpres2024",Catatan Arsenal,1,0,0,2024-02-15T13:02:41.000Z,Jokowi mind games vs megawati PDIP Quick count Real count prabroro,neutral,
"[ #Pemilu2024 ] Media dan Pengamat Luar Negeri Mulai Meraba Wajah Pemerintahan Prabowo-Gibran
#AdadiKompas",Kompas Data,0,0,0,2024-02-15T13:48:49.000Z,Media dan Pengamat Luar Negeri Mulai Meraba Wajah Pemerintahan Prabowo-Gibran,neutral,
makasih pemilu 2024 yang bisa bikin gue melek politik,naze,0,0,2,2024-02-15T12:43:56.000Z,makasih pemilu 2024 yang bisa bikin gue melek politik,positive,
Ternyata ini alasan Pemerintah naikkan tunjangan Bawaslu naik jelang Pemilu 2024,Okezone,0,0,2,2024-02-15T13:30:00.000Z,Ternyata ini alasan Pemerintah naikkan tunjangan Bawaslu naik jelang Pemilu 2024,neutral,
"Penghitungan suara di situs KPU disorot. Sebab, banyak temuan dalam situs hTetap://pemilu2024.kpu.go.id yang disebut menguntungkan Paslon Prabowo-Gibran.

#QuickCount #Pemilu2024 #Pilpres2024",medcom_id,0,1,1,2024-02-15T13:45:00.000Z,"Penghitungan suara di situs KPU disorot. Sebab, banyak temuan dalam situs  yang disebut menguntungkan Paslon Prabowo-Gibran.",neutral,
"Yah namanya juga pilpres, wajar ada yang kalah dan menang

#DemokrasiSukses #Pemilu2024 KPPS Quick Count",PrabowoGibran,0,0,0,2024-02-15T13:11:59.000Z,"Yah namanya juga pilpres, wajar ada yang kalah dan menang      KPPS Quick Count",negative,
Jokowi Tantang Rakyat Lapor Bawaslu dan MK Jika Terjadi Kecurangan Pemilu 2024: Jangan Cuma Teriak Curang,Rilpolitikcom,0,0,0,2024-02-15T13:45:33.000Z,Jokowi Tantang Rakyat Lapor Bawaslu dan MK Jika Terjadi Kecurangan Pemilu 2024: Jangan Cuma Teriak Curang,neutral,
ini jarak 30 menit doang kenapa beda banget anjrot presentasenya??!! #Pemilu2024 #QuickCount #realcount,naci goyeng,3,0,1,2024-02-15T13:03:18.000Z,ini jarak 30 menit doang kenapa beda banget anjrot presentasenya??!!,negative,
Patroli Skala Besar Gabungan Polres Cirebon Kota Pasca Pemungutan Suara Pemilu 2024,Polres cirebon kota,1,0,1,2024-02-15T13:54:41.000Z,Patroli Skala Besar Gabungan Polres Cirebon Kota Pasca Pemungutan Suara Pemilu 2024,neutral,
KPU Data Anggota KPPS yang Meninggal Diduga Akibat Kelelahan Gelar Pemilu 2024 hTetap://dlvr.it/T2nN3K #Pemilu,LIPUTAN6,0,1,0,2024-02-15T13:12:35.000Z,KPU Data Anggota KPPS yang Meninggal Diduga Akibat Kelelahan Gelar Pemilu 2024,neutral,
"Lowongan Kerja PT Saidov Indo Kjaya Makmur hTetaps://loker234.com/lowongan-kerja-pt-saidov-indo-kjaya-makmur-2/

KPPS
Jokowi
Vina
#Pemilu2024
Uhuy
Komeng
RIP Demokrasi
Gibran
Senayan
Cape
PDIP",LOWONGAN APDET !,0,0,0,2024-02-15T13:47:29.000Z,Lowongan Kerja PT Saidov Indo Kjaya Makmur   KPPS Jokowi Vina   Uhuy Komeng RIP Demokrasi Gibran Senayan Cape PDIP,neutral,
Waduh! 2  petugas KPPS dilaporkan mengalami kesurupan saat proses penghitungan dan rekapitulasi suara Pemilu 2024,SINDOnews,0,2,0,2024-02-15T13:09:03.000Z,Waduh! 2  petugas KPPS dilaporkan mengalami kesurupan saat proses penghitungan dan rekapitulasi suara Pemilu 2024,neutral,
"Konten IG: Rangkuman hari coblosan Pemilu 2024, aktivitas capres-cawapres, sampai hasil quick count sementara #focus #pilpres2024 #news #text",kumparan,0,0,0,2024-02-15T12:35:11.000Z,"Konten IG: Rangkuman hari coblosan Pemilu 2024, aktivitas capres-cawapres, sampai hasil quick count sementara",neutral,
"Persiapan Pemilu 2024, Anggota KPU Kabupaten Banjar Kunjungi Lapas Perempuan Martapura

hTetaps://kompasiana.com/lapasperempuanmtp/65cd82b2de948f305f3431c2/persiapan-pemilu-2024-anggota-kpu-kabupaten-banjar-kunjungi-lapas-perempuan-martapura


@kumham_kalsel


@lppmartapura

#lppmartapura
#ASNPilihNETRAL
FaisolAli | Lilis Yuaningsih",Lapas Perempuan Kelas IIA Martapura,0,17,18,2024-02-15T12:51:37.000Z,"Persiapan Pemilu 2024, Anggota KPU Kabupaten Banjar Kunjungi Lapas Perempuan Martapura                FaisolAli | Lilis Yuaningsih",neutral,
#Terpopuler Jihan Fahira mencuri perhatian warga daerah pemilihan Jawa Barat. Penampilannya di kertas suara Pemilu 2024 bikin pangling. Seperti apa?,wolipop,0,0,0,2024-02-15T13:52:01.000Z,Jihan Fahira mencuri perhatian warga daerah pemilihan Jawa Barat. Penampilannya di kertas suara Pemilu 2024 bikin pangling. Seperti apa?,neutral,
"Inflasi hingga Stabilitas Pasar, Jalan Terjal Transisi Pemerintahan Pasca Pemilu 2024",IDX CHANNEL,0,0,0,2024-02-15T13:00:02.000Z,"Inflasi hingga Stabilitas Pasar, Jalan Terjal Transisi Pemerintahan Pasca Pemilu 2024",neutral,
Kekeliruan Memasukkan Data Jadi Penyebab Suara di Situs KPU  Menggelembung #Pemilu2024 #AdadiKompas,Harian Kompas,1,1,0,2024-02-15T12:34:56.000Z,Kekeliruan Memasukkan Data Jadi Penyebab Suara di Situs KPU  Menggelembung,neutral,
"Lowongan Operator Forklift PT Indoheat Metal Inti hTetaps://loker234.com/lowongan-operator-forklift-pt-indoheat-metal-inti/

KPPS
Jokowi
Vina
#Pemilu2024
Uhuy
Komeng
RIP Demokrasi
Gibran
Senayan
Cape
PDIP",LOWONGAN APDET !,0,0,1,2024-02-15T13:44:18.000Z,Lowongan Operator Forklift PT Indoheat Metal Inti   KPPS Jokowi Vina   Uhuy Komeng RIP Demokrasi Gibran Senayan Cape PDIP,neutral,
"Sirkus rutin pemilu indonesia sudah dimulai.
Pecundang teriak curang
#Pemilu2024",RoyalN | Axie Infinity,0,0,1,2024-02-15T12:50:35.000Z,Sirkus rutin pemilu indonesia sudah dimulai. Pecundang teriak curang,negative,
"Kayaknya bener deh covid bikin logika orang menurun 

#Pemilu2024",jack,0,0,0,2024-02-15T13:09:33.000Z,Kayaknya bener deh covid bikin logika orang menurun,negative,
"Ini kumpulan mark up perolehan suara #Pemilu2024 di web. resmi 
@KPU_ID",Mochtar Ghazaly Renhoran,0,0,0,2024-02-15T13:46:38.000Z,Ini kumpulan mark up perolehan suara   di web. resmi,neutral,
"bagaimana kabar hari ini ?

#Pemilu2024",Gartass,0,0,0,2024-02-15T13:29:21.000Z,bagaimana kabar hari ini ?,neutral,
Tim sukses dari pasangan calon nomor urut 1 dan 3 menyebut adanya dugaan kecurangan dalam Pemilu 2024. #VideoBerita #AdadiKompas,Harian Kompas,0,5,13,2024-02-15T13:06:20.000Z,Tim sukses dari pasangan calon nomor urut 1 dan 3 menyebut adanya dugaan kecurangan dalam Pemilu 2024.,neutral,
"Kelelahan, 11 Petugas KPPS Balikpapan Dirujuk ke Rumah Sakit #Pemilu2024 #AdadiKompas",Harian Kompas,0,0,1,2024-02-15T12:54:56.000Z,"Kelelahan, 11 Petugas KPPS Balikpapan Dirujuk ke Rumah Sakit",neutral,
Kompilasi momen unik kocak pemilu 2024,Sipaling viral,1,1,0,2024-02-15T13:21:48.000Z,Kompilasi momen unik kocak pemilu 2024,neutral,
"Personel Ditpolairud Polda Banten Melaksanakan Kegiatan Pengawalan dan pengamanan Hasil Pemilu 2024  dari Pulo Tunda , Kamis (15/02)",POLAIRUD BANTEN,0,0,1,2024-02-15T13:26:28.000Z,"Personel Ditpolairud Polda Banten Melaksanakan Kegiatan Pengawalan dan pengamanan Hasil Pemilu 2024  dari Pulo Tunda , Kamis (15/02)",neutral,
"Hasil resmi #Pemilu2024 tetap menunggu perhitungan suara secara manual dari 
@KPU_ID
 cc: 
@bawaslu_RI",𝕋ℙ𝕊 𝕏,0,0,0,2024-02-15T13:31:02.000Z,Hasil resmi   tetap menunggu perhitungan suara secara manual dari     cc:,neutral,
"Plan plan pak sopir
Nanti sebelah jantungan
#jagapemilu
#AMINmenang 
#Pemilu2024 
#AminkanIndonesia",ahmad naufal,1,0,0,2024-02-15T12:48:58.000Z,Plan plan pak sopir Nanti sebelah jantungan,negative,
"181rb suara dari mana nih

#Pemilu2024 #kawalpemilu # #AniesMuhaimin2024",Bukan Cowok Galau Official,1,0,0,2024-02-15T13:29:21.000Z,181rb suara dari mana nih      #,neutral,
"data terbaru masa suara malah turun
#Pemilu2024",abcde,1,0,0,2024-02-15T13:06:37.000Z,data terbaru masa suara malah turun,neutral,
"Puluhan Timses Caleg Mulai Mendaftar Konsultasi Gangguan Mental hingga Stress di Rumah Sakit hTetaps://kuningan.pikiran-rakyat.com/berita/pr-537720260/puluhan-timses-caleg-mulai-mendaftar-konsultasi-gangguan-mental-hingga-stress-di-rumah-sakit 

#TimsesCaleg #Pemilu2024 #Pilpres2024 #kpps #pikiranrakyatkuningan",Pikiran Rakyat Kuningan,0,1,1,2024-02-15T12:51:35.000Z,Puluhan Timses Caleg Mulai Mendaftar Konsultasi Gangguan Mental hingga Stress di Rumah Sakit,neutral,
pemilu2024 KPU-litbang kompas-poltraking-charta politica (repeat). ketoke tekan 20 maret malah lebih intens nyecroll itu dari pada twitter,hypo,0,0,2,2024-02-15T13:26:37.000Z,pemilu2024 KPU-litbang kompas-poltraking-charta politica (repeat). ketoke tekan 20 maret malah lebih intens nyecroll itu dari pada twitter,neutral,drpd
"Pengertian Silent Majority, Istilah yang Viral Pasca Quick Count Pemilu 2024",KOMPAS TV,2,1,2,2024-02-15T13:09:17.000Z,"Pengertian Silent Majority, Istilah yang Viral Pasca Quick Count Pemilu 2024",neutral,
"Memilih Prabowo mostly karena faktor Personality. 
#Pemilu2024",~ chy~,0,0,0,2024-02-15T13:29:31.000Z,Memilih Prabowo mostly karena faktor Personality.,neutral,
"Agenda ditanggal 14 februari 2024 kerja sehari semalam. 
Lanjut dengan kegiatan yang lainnya. 

#kpps
#PemiluSerentak2024 
#Pemilu 
#Pemilu2024AmanDamai 
#PemiluDamai 
#PemiluIndonesia 
#PemiluDamai2024 
#pemilupedia 
#pemilu2024 
#sirekap 
#sirekap2024 
#semangat",Ikaari,0,0,0,2024-02-15T13:53:47.000Z,Agenda ditanggal 14 februari 2024 kerja sehari semalam.  Lanjut dengan kegiatan yang lainnya.,neutral,
"[ #Pemilu2024 ] Kelelahan, 11 Petugas KPPS Balikpapan Dirujuk ke Rumah Sakit
#AdadiKompas",Kompas Data,0,0,0,2024-02-15T13:03:46.000Z,"Kelelahan, 11 Petugas KPPS Balikpapan Dirujuk ke Rumah Sakit",neutral,
Aku. Dia dan pemilu 2024,Ojisan,0,0,0,2024-02-15T13:19:17.000Z,Aku. Dia dan pemilu 2024,neutral,
Iya kok bisa berubah-ubah gitu? kok kayak mainan gini Pemilu 2024,Umi Jacinda Ramadhani,0,0,0,2024-02-15T13:33:19.000Z,Iya kok bisa berubah-ubah gitu? kok kayak mainan gini Pemilu 2024,negative,
"Ridwan Kamil tersulut emosi saat seorang netizen membawa-bawa mendiang anaknya, Eril di masalah Pemilu 2024.",informasi selebriti,0,0,0,2024-02-15T13:50:00.000Z,"Ridwan Kamil tersulut emosi saat seorang netizen membawa-bawa mendiang anaknya, Eril di masalah Pemilu 2024.",neutral,
"Apa yang didapat RAKYAT setelah pemilu??? 
#Pemilu2024 #PrabowoGibran2024 #AniesMuhaimin2024 #GanjarMahfud2024",paklike,0,0,0,2024-02-15T12:40:18.000Z,Apa yang didapat RAKYAT setelah pemilu???,neutral,
"#Pemilu2024
Aneh bener
Dalam waktu 1 jam , bukanya bertambah malah berkurang 3 juta suara 01",Alif Ziyad Maulana,1,1,1,2024-02-15T12:58:16.000Z,"Aneh bener Dalam waktu 1 jam , bukanya bertambah malah berkurang 3 juta suara 01",negative,
"QUOTES PEMILU 2024

(telah disesuaikan dan tidak dicantumkan sumbernya guna menjaga perasaan pendukungnya).

~ A thread",Ali Ahmad Nawawi,1,0,0,2024-02-15T12:51:20.000Z,QUOTES PEMILU 2024  (telah disesuaikan dan tidak dicantumkan sumbernya guna menjaga perasaan pendukungnya).  ~ A thread,neutral,
"Rabu, 14 Februari: Bertugas menjadi kpps pemilu 2024",lily,0,0,1,2024-02-15T12:45:12.000Z,"Rabu, 14 Februari: Bertugas menjadi kpps pemilu 2024",neutral,
"Relawan dan simpatisan dari Dayak Kalimantan di acara Mengawal Suara Rakyat Prabowo Gibran

#Prabowo #prabowosubianto #PrabowoGibran #prabowogibran2024 #DemokrasiSukses #Pemilu2024 KPPS Quick Count",PrabowoGibran,0,0,0,2024-02-15T13:37:36.000Z,Relawan dan simpatisan dari Dayak Kalimantan di acara Mengawal Suara Rakyat Prabowo Gibran              KPPS Quick Count,neutral,
Cak Imin Pede AMIN Menang Pemilu 2024 Meski Hasil Quick Count Diserbu Prabowo-Gibran,Inversi Media,0,0,0,2024-02-15T12:49:28.000Z,Cak Imin Pede AMIN Menang Pemilu 2024 Meski Hasil Quick Count Diserbu Prabowo-Gibran,neutral,
"Pemungutan Suara Pemilu 2024 di Setiap TPS Garut Selesai, Aparat Kawal Hasil Rekapitulasi dan KoTidak Suara",harapanrakyat.com,0,0,0,2024-02-15T13:27:42.000Z,"Pemungutan Suara Pemilu 2024 di Setiap TPS Garut Selesai, Aparat Kawal Hasil Rekapitulasi dan KoTidak Suara",neutral,
"Pak Airlangga dari Golkar memasuki acara Mengawal Suara Rakyat Prabowo Gibran  

#Prabowo #prabowosubianto #PrabowoGibran #prabowogibran2024 #DemokrasiSukses #Pemilu2024 KPPS Quick Count",PrabowoGibran,0,0,1,2024-02-15T13:39:47.000Z,Pak Airlangga dari Golkar memasuki acara Mengawal Suara Rakyat Prabowo Gibran                KPPS Quick Count,neutral,
Perdana Menteri Singapura Lee Hsien Loong mengapresiasi Pemilu 2024 di Indonesia yang dinilai sukses dan berjalan lancar.,antaranews.com,0,2,4,2024-02-15T13:49:47.000Z,Perdana Menteri Singapura Lee Hsien Loong mengapresiasi Pemilu 2024 di Indonesia yang dinilai sukses dan berjalan lancar.,neutral,
"Hasil Quick Count Litbang Kompas, PPP Menanti Nasib untuk Lolos Parlemen #Pemilu2024 #AdadiKompas",Harian Kompas,0,0,0,2024-02-15T12:54:50.000Z,"Hasil Quick Count Litbang Kompas, PPP Menanti Nasib untuk Lolos Parlemen",neutral,
"Pergeseran KoTidak Suara Pemilu 2024 Dari PPS Kelurahan Banaran Menuju PPK Kecamatan Boyolali
#polsekboyolalikota 
#camatboyolali
#bhabinkamtibmas
#babinsa
#pergeseranlogistikpemilu 
#pengamanan
#pengawalan
#polresboyolalibaik
#polripresisi
#polrisiapamankanpemilu2024",Polres Boyolali,0,0,0,2024-02-15T13:37:23.000Z,Pergeseran KoTidak Suara Pemilu 2024 Dari PPS Kelurahan Banaran Menuju PPK Kecamatan Boyolali,neutral,
"Bagaimana cara menghitung perolehan kursi di DPR dan DPRD di Pemilu 2024? 
#Pemilu2024 #Video #AdadiKompas",Kompas Data,0,0,0,2024-02-15T13:00:02.000Z,Bagaimana cara menghitung perolehan kursi di DPR dan DPRD di Pemilu 2024?,neutral,
"New Post: Distribusi Logistik di Kecamatan Sungailiat Tanpa Sepengetahuan Bawaslu, Sinarto: Sesuai Instruksi hTetaps://buff.ly/3SJAmjg 
#kpubangka #logistikpemilu #pemilu2024 #sinarto 
#politik",intrik.id,0,0,0,2024-02-15T13:20:00.000Z,"New Post: Distribusi Logistik di Kecamatan Sungailiat Tanpa Sepengetahuan Bawaslu, Sinarto: Sesuai Instruksi",neutral,
"Dewan Pakar Timnas AMIN, Bambang Widjojanto menyoroti sejumlah permasalahan dalam penyelenggaraan Pemilu 2024. #focus #pilpres2024 #news #update",kumparan,0,40,120,2024-02-15T12:54:11.000Z,"Dewan Pakar Timnas AMIN, Bambang Widjojanto menyoroti sejumlah permasalahan dalam penyelenggaraan Pemilu 2024.",neutral,
"#Pemilu2024 #PemiluSerentak2024  

@KPU_ID


@bawaslu_RI
 

ada yang bisa jelasin ini kenapa??perolehan suara dari 13jt  jadi 9jt",Andry Vidianto,2,1,2,2024-02-15T12:50:58.000Z,ada yang bisa jelasin ini kenapa??perolehan suara dari 13jt  jadi 9jt,neutral,jelasin
"Hasil Quick Count #Pemilu2024 
Partai Golkar Runner Up.
Tetap Semangat! ",4Golkar,0,0,0,2024-02-15T13:52:01.000Z,Hasil Quick Count    Partai Golkar Runner Up. Tetap Semangat!,positive,
"[ #Pemilu2024 ] Pemilih Tidak Terdaftar hingga Perampasan KoTidak Suara Warnai Dugaan Pelanggaran Pemilu di Maluku
#AdadiKompas",Kompas Data,0,0,0,2024-02-15T13:13:56.000Z,Pemilih Tidak Terdaftar hingga Perampasan KoTidak Suara Warnai Dugaan Pelanggaran Pemilu di Maluku,neutral,
"#Pemilu2024 
Gen Z
Gen sandwich
Gen Strawberry",Dewi,0,0,0,2024-02-15T13:51:58.000Z,Gen Z Gen sandwich Gen Strawberry,neutral,
"Lowongan Kerja PT Ori Polytec Composutes hTetaps://loker234.com/lowongan-kerja-pt-ori-polytec-composutes/

KPPS
Jokowi
Vina
#Pemilu2024
Uhuy
Komeng
RIP Demokrasi
Gibran
Senayan
Cape
PDIP",LOWONGAN APDET !,0,0,0,2024-02-15T13:47:09.000Z,Lowongan Kerja PT Ori Polytec Composutes   KPPS Jokowi Vina   Uhuy Komeng RIP Demokrasi Gibran Senayan Cape PDIP,neutral,
MOTM pemilu 2024,wa,0,0,0,2024-02-15T13:20:00.000Z,MOTM pemilu 2024,neutral,
Lagi kesel kesele dadi anggota KPPS ibuku berkata : Lho anggota KPPS meninggal dunia di Magetan  #Pemilu2024 #kpps,Bu Luraah,0,0,0,2024-02-15T12:33:58.000Z,Lagi kesel kesele dadi anggota KPPS ibuku berkata : Lho anggota KPPS meninggal dunia di Magetan,negative,
"Korem 091/ASN Gelar Apel Kesiapan PAM Pemilu 2024

#tni_angkatan_darat #kodam_mlw #tniprima #profesional #responsif #integratif #modern #adaptif #tniadmengabdidanmembangunbersamarakyat #tentararakyat #infokomando #tniad #korem091asn #korem091 #bersamarakyattnikuat",KOREM 091/ASN,0,0,1,2024-02-15T12:48:24.000Z,Korem 091/ASN Gelar Apel Kesiapan PAM Pemilu 2024,neutral,
Media dan Pengamat Luar Negeri Mulai Meraba Wajah Pemerintahan Prabowo-Gibran #Pemilu2024 #AdadiKompas,Harian Kompas,0,2,3,2024-02-15T13:40:06.000Z,Media dan Pengamat Luar Negeri Mulai Meraba Wajah Pemerintahan Prabowo-Gibran,neutral,
"LPM Sketsa Unmul
Semangat Berbagi dan Menginspirasi

#Pemilu2024 #VrittaWarta #SketsaUnmul",LPM Sketsa Unmul,0,0,0,2024-02-15T12:51:15.000Z,LPM Sketsa Unmul Semangat Berbagi dan Menginspirasi,positive,
"KPPS capek"" ngitung sampe jam 2 pagi dibilang curang  
#Pemilu2024 #PemiluSerentak2024 
#PrabowoGibran2024",jae,0,0,0,2024-02-15T13:04:19.000Z,"KPPS capek"" ngitung sampe jam 2 pagi dibilang curang",negative,
"Polsek Mirit

Giat pengamanan pungut dan hitung pemilu 2024 diwilayah hukum Polsek Mirit",Polsek Mirit,0,0,0,2024-02-15T13:29:16.000Z,Polsek Mirit  Giat pengamanan pungut dan hitung pemilu 2024 diwilayah hukum Polsek Mirit,neutral,
Harapan Petenis Priska Madelyn Nugroho buat Presiden Terpilih di Pemilu 2024 hTetaps://sport.tempo.co/read/1833961/harapan-petenis-priska-madelyn-nugroho-buat-presiden-terpilih-di-pemilu-2024?utm_source=Twitter&utm_medium=dlvr.it #TempoSport,tempo.co,0,0,1,2024-02-15T12:33:35.000Z,Harapan Petenis Priska Madelyn Nugroho buat Presiden Terpilih di Pemilu 2024,neutral,
"[ #Pemilu2024 ] Ganjar Mahfud Bertemu TPN, Prabowo Nyekar di Makam Orangtua
#AdadiKompas",Kompas Data,0,0,0,2024-02-15T12:33:22.000Z,"Ganjar Mahfud Bertemu TPN, Prabowo Nyekar di Makam Orangtua",neutral,
